0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,item_id
0.0187929216662889,-0.3797808489883567,0.0472200388189179,0.0921890389693977,0.3690242250114677,0.1411132702988142,-0.3944674974443041,0.1473637158577001,-0.439537975758665,0.0353126208773852,0.0604000990396185,0.1108018604326945,-0.12539956251347,-0.0062441978800746,0.0653698088913334,-0.1127457150663722,-0.0732767580588964,0.1231141066857985,0.0930661028766345,0.2150556747158285,0.2729622339735105,0.0108063834233662,0.2670461718299659,0.13314049115339,-0.1034739836146483,-0.0663083322753204,0.3733015974341918,0.1254038402863512,-0.0650725704193955,-0.1725969454744707,0.2314906818019171,0.2374155899529686,205
-0.0093478179799002,0.201702326005412,-0.2080091206475031,0.0447608397345109,-0.0289326167129333,-0.2318047517648139,-0.0127501232829949,-0.0206744658074033,0.1951654574274242,0.0328839631778494,0.245081393960382,-0.1783274457796029,-0.5037105109397526,0.0123841752127609,-0.0570651966257551,0.0983769444877067,0.2302138730835533,-0.0744999289274845,0.3560074583198642,0.2422497203146969,0.1789773524980304,0.0481853569551131,-0.0933768988844887,0.068257725925982,0.2969089815592354,0.1271645527681517,0.0399600425594846,0.02553264956817,0.0189464011601441,0.313051092352502,-0.1354494462474451,0.4056392889927793,284
0.1047327299901859,-0.046532862620285,-0.04839406183088,-0.0162220374884012,0.1153182342539103,0.2583151162901611,0.0494937227410972,0.0492019780306178,0.0991277553124296,0.2433221010133541,0.1508499495658526,-0.0404173509992393,0.2964399222889584,0.0779612178721613,0.0755764765268373,0.1248145655317891,0.1489111372109122,0.1696328619052609,0.0443955744590981,0.0918867974338626,0.087929065237355,0.0016499255213502,-0.0846634401783448,0.1503956002240687,-0.1333370567764638,-0.116201237414819,0.1012788377239986,0.0281684288363878,0.1425868300976089,-0.0603299523555131,0.1024562048660158,0.0267156552625378,479
0.1904156398273766,0.1424327676923957,0.1166206471142312,-0.0566631712602069,0.116288458488901,0.149162883203739,0.0483134917389269,0.1229307293598949,0.0601093639333742,0.2683021210895564,0.0724765743569717,-0.0853479263507125,0.3074925731268541,0.1145663282264504,0.1233293350458315,0.1321375022792494,0.1943418313071638,0.1706471003427587,0.0241223688397506,-0.0461893503150734,0.0737893175651684,0.186433246819128,0.123027720784969,0.0609373108650719,-0.0786877392142861,0.0085820672017271,0.0434349862233063,-0.128232046355254,-0.028335991053944,-0.0737600342260297,0.157080231813,0.1805536794409781,98
0.1522901992489318,0.0699572922409124,0.0836668804838494,-0.0377402069403758,0.1239844035843198,0.0571104693149593,0.311639474461443,-0.028473535194688,-0.0662402083427258,-0.1622441526259708,-0.0171896697483342,-0.2020059234764857,-0.0234744257025875,0.3698246962835521,0.1250262364327304,-0.2350904758840233,-0.2302708964646441,0.0746542243366383,0.2023354811296545,0.1756803181459973,-0.2163103476034744,0.0909286429692266,-0.123747688043547,-0.1525249183256676,-0.1407887026535478,0.0417128134975059,-0.137960624797288,0.0059856693396432,0.0119898753978806,0.3896743128544906,0.3755293835058699,-0.0199110384031881,356
-0.0346334111650259,-0.2393608685323949,0.1390409749943335,0.2220875643177553,-0.3764807987262544,0.0731869805314415,0.0742003421753128,0.0044869772135613,0.0875538600883492,0.0505830553534152,0.4351226894200977,0.2825419567274967,0.0819804652319673,0.0873771162923171,0.0472839717776458,0.1287720275185018,-0.1466468733729734,-0.0881053358906549,0.0341924707402229,0.2594265043925432,-0.0498318271301898,-0.1784573436681396,-0.0658703646134882,-0.2092157420294769,-0.0360614784733326,-0.2558456805710474,0.0410091564884196,0.1779433736776221,-0.0195110009356866,0.1527657881443976,0.262883530457938,0.0161407530864332,639
-0.023889459173488,-0.0941551616519745,0.1041044309093541,-0.0571444938736261,-0.0579843037876092,0.165678435271138,0.076552570304951,0.1005566118138395,-0.1690665040557483,0.0786212345879422,-0.2248896403555938,0.079512894438373,0.1102264740344296,0.0591995898255871,0.2205810908340637,0.3736374656444261,-0.1972760000738891,0.0783929267210483,-0.0110380188338635,-0.2035880291723898,-0.0248602587758134,-0.1188376051295816,0.045570685582168,-0.1522145114170901,0.066674528311228,-0.1351514695206248,-0.2939420302615266,0.050935656568639,0.0162892530026597,0.1890627418403279,0.0612286784044402,0.129945577131089,958
-0.0917009925896281,-0.0363350777386025,-0.1475101981138791,0.0024694361368835,0.2883395938972777,0.0972505456817964,0.2844024442184123,0.1084109621410851,0.055966393678819,0.0020323774061168,0.0080863348611643,0.1102438572917898,0.1413342280754073,-0.0433024941990156,-0.1837646995318747,-0.1240333084478755,0.1951959698740895,0.2388240481218453,-0.1849042341939006,0.3473336203639441,-0.1371108269699217,0.1398764751239445,-0.2265959060788812,0.2652412804724555,0.0508223353689478,-0.1786747097406351,0.2444809469661704,0.048813601113028,0.0724015612234447,-0.1069000008248426,0.2591169659845809,0.0363365751268656,136
0.2006371249720944,-0.2679139109678807,0.1991858284285124,0.0597209574033277,0.1614842231421085,0.056623953623442,0.2019111621668345,-0.0064110328143311,-0.0094715565380709,-0.0980218586093055,-0.00679094356357,-0.0157459527100386,-0.1751327329787724,0.1440843458610121,0.1610781155923741,-0.0685880075581715,-0.0032769838873583,0.0833691375274847,0.121951347834891,0.1215734443579683,-0.1605182360927219,-0.2606051483513952,0.243189972007352,-0.1381160361928504,-0.10271570355955,-0.1412992032811812,0.0447886772625221,-0.2200391121682453,0.247499358652826,0.4223955455668426,-0.0149088540171939,-0.0858243086913972,76
0.1933815750321132,0.4593504216134123,-0.2566341997544061,0.0551823217062192,-0.231330147386406,-0.2256395612492334,0.444590672352589,0.0670362645882769,0.1860627061794879,0.0086247269803574,0.2015104747754952,0.4099351464257146,0.1750584063066662,0.1971436048643804,-0.01137273247129,-0.3422074111523061,-0.4779991865009343,0.0491804342568098,-0.2828543935736881,-0.090753699401473,-0.1957281518431042,-0.0263312959738484,0.2343826447829156,0.1173192524283517,0.1693118061874132,0.0188327946073711,0.082891878635553,0.0906475857878146,-0.2332881034454006,0.062261947408701,0.2733765904686893,0.2135538646432797,596
